District,Rural/Urban,Total Number of households,Total Number of Livable,Total Number of Dilapidated,Latrine_premise,Households,Households_Rural,Households_Urban,Households_Rural_Livable,Households_Urban_Livable,Households_Rural_Dilapidated,Households_Urban_Dilapidated,Households_Rural_Latrine,Households_Urban_Latrine,Households_Rural_Toilet_Premise,Households_Urban_Toilet_Premise
Gadag,Urban,100,35.7,3.4,42.3,291972.0,180066.0,111906.0,0.0,0.35700000000000004,0.0,0.034,0.0,0.423,76167.91799999999,47336.238
Dharwad,Rural,100,40.4,3.9,23.1,483104.0,199707.0,283397.0,0.40399999999999997,0.0,0.039,0.0,0.231,0.0,46132.317,65464.707
Dharwad,Total,100,33.8,2.8,57.0,483104.0,199707.0,283397.0,0.0,0.0,0.0,0.0,0.0,0.0,113832.98999999999,161536.28999999998
Dharwad,Urban,100,29.0,2.0,82.0,483104.0,199707.0,283397.0,0.0,0.29,0.0,0.02,0.0,0.8200000000000001,163759.74,232385.53999999998
Uttara Kannada,Rural,100,48.1,6.4,50.6,474792.0,334281.0,140511.0,0.48100000000000004,0.0,0.064,0.0,0.506,0.0,169146.18600000002,71098.566
Uttara Kannada,Total,100,45.0,5.4,59.3,474792.0,334281.0,140511.0,0.0,0.0,0.0,0.0,0.0,0.0,198228.633,83323.023
Uttara Kannada,Urban,100,37.3,3.2,80.6,474792.0,334281.0,140511.0,0.0,0.373,0.0,0.032,0.0,0.8059999999999999,269430.486,113251.866
Haveri,Rural,100,44.9,5.0,28.2,413564.0,315076.0,98488.0,0.449,0.0,0.05,0.0,0.282,0.0,88851.43199999999,27773.615999999998
Haveri,Total,100,41.6,4.5,37.3,413564.0,315076.0,98488.0,0.0,0.0,0.0,0.0,0.0,0.0,117523.348,36736.024
Haveri,Urban,100,29.9,2.9,69.7,413564.0,315076.0,98488.0,0.0,0.299,0.0,0.028999999999999998,0.0,0.6970000000000001,219607.972,68646.13600000001
Bellary,Rural,100,39.9,5.4,12.1,623480.0,371604.0,251876.00000000003,0.399,0.0,0.054000000000000006,0.0,0.121,0.0,44964.083999999995,30476.996000000003
Bellary,Total,100,35.5,4.5,32.4,623480.0,371604.0,251876.00000000003,0.0,0.0,0.0,0.0,0.0,0.0,120399.69600000001,81607.82400000001
Bellary,Urban,100,28.8,3.0,63.5,623480.0,371604.0,251876.00000000003,0.0,0.28800000000000003,0.0,0.03,0.0,0.635,235968.54,159941.26
Chitradurga,Rural,100,45.0,5.9,19.1,447348.0,349704.0,97644.0,0.45,0.0,0.059000000000000004,0.0,0.19100000000000003,0.0,66793.464,18650.004
Chitradurga,Total,100,42.3,5.1,30.3,447348.0,349704.0,97644.0,0.0,0.0,0.0,0.0,0.0,0.0,105960.31199999999,29586.131999999998
Chitradurga,Urban,100,31.7,2.0,73.9,447348.0,349704.0,97644.0,0.0,0.317,0.0,0.02,0.0,0.7390000000000001,258431.25600000002,72158.91600000001
Davanagere,Rural,100,46.1,5.8,29.8,530691.0,354680.0,176011.0,0.461,0.0,0.057999999999999996,0.0,0.298,0.0,105694.64,52451.278
Davanagere,Total,100,41.0,4.8,46.4,530691.0,354680.0,176011.0,0.0,0.0,0.0,0.0,0.0,0.0,164571.52,81669.10399999999
Davanagere,Urban,100,30.7,2.8,80.9,530691.0,354680.0,176011.0,0.0,0.307,0.0,0.027999999999999997,0.0,0.809,286936.12,142392.899
Shimoga,Rural,100,45.8,7.3,61.8,554106.0,352444.0,201662.0,0.45799999999999996,0.0,0.073,0.0,0.618,0.0,217810.392,124627.116
Shimoga,Total,100,40.9,5.8,71.2,554106.0,352444.0,201662.0,0.0,0.0,0.0,0.0,0.0,0.0,250940.12800000003,143583.344
Shimoga,Urban,100,32.2,3.2,87.7,554106.0,352444.0,201662.0,0.0,0.322,0.0,0.032,0.0,0.877,309093.388,176857.574
Udupi,Rural,100,34.5,4.2,83.6,385389.0,269817.0,115572.0,0.34500000000000003,0.0,0.042,0.0,0.836,0.0,225567.012,96618.192
Udupi,Total,100,31.7,3.6,87.2,385389.0,269817.0,115572.0,0.0,0.0,0.0,0.0,0.0,0.0,235280.424,100778.784
Udupi,Urban,100,25.0,2.1,96.0,385389.0,269817.0,115572.0,0.0,0.25,0.0,0.021,0.0,0.96,259024.31999999998,110949.12
Chikmagalur,Rural,100,45.5,5.5,54.1,392426.0,311660.0,80766.0,0.455,0.0,0.055,0.0,0.541,0.0,168608.06,43694.406
Chikmagalur,Total,100,42.3,4.9,61.5,392426.0,311660.0,80766.0,0.0,0.0,0.0,0.0,0.0,0.0,191670.9,49671.09
Chikmagalur,Urban,100,30.5,2.9,89.4,392426.0,311660.0,80766.0,0.0,0.305,0.0,0.028999999999999998,0.0,0.8940000000000001,278624.04,72204.804
Tumkur,Rural,100,40.9,5.8,18.3,890242.0,685443.0,204799.0,0.409,0.0,0.057999999999999996,0.0,0.18300000000000002,0.0,125436.069,37478.217
Tumkur,Total,100,38.1,5.1,32.5,890242.0,685443.0,204799.0,0.0,0.0,0.0,0.0,0.0,0.0,222768.975,66559.675
Tumkur,Urban,100,27.9,2.5,82.5,890242.0,685443.0,204799.0,0.0,0.27899999999999997,0.0,0.025,0.0,0.8250000000000001,565490.475,168959.175
Bangalore,Rural,100,28.8,2.5,74.8,3267960.0,300576.0,2967384.0,0.28800000000000003,0.0,0.025,0.0,0.748,0.0,224830.848,2219603.232
Bangalore,Total,100,20.7,1.2,94.8,3267960.0,300576.0,2967384.0,0.0,0.0,0.0,0.0,0.0,0.0,284946.048,2813080.0319999997
Bangalore,Urban,100,19.9,1.1,96.8,3267960.0,300576.0,2967384.0,0.0,0.19899999999999998,0.0,0.011000000000000001,0.0,0.968,290957.56799999997,2872427.712
Mandya,Rural,100,44.2,4.5,27.5,562302.0,458867.0,103434.99999999999,0.44200000000000006,0.0,0.045,0.0,0.275,0.0,126188.42500000002,28444.625
Mandya,Total,100,41.9,4.3,37.5,562302.0,458867.0,103434.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,172075.125,38788.12499999999
Mandya,Urban,100,30.9,3.1,85.9,562302.0,458867.0,103434.99999999999,0.0,0.309,0.0,0.031000000000000003,0.0,0.8590000000000001,394166.753,88850.665
Hassan,Rural,100,48.7,6.2,26.7,628981.0,496103.0,132878.0,0.48700000000000004,0.0,0.062000000000000006,0.0,0.267,0.0,132459.50100000002,35478.426
Hassan,Total,100,44.8,5.4,39.9,628981.0,496103.0,132878.0,0.0,0.0,0.0,0.0,0.0,0.0,197945.09699999998,53018.32199999999
Hassan,Urban,100,29.7,2.4,89.9,628981.0,496103.0,132878.0,0.0,0.297,0.0,0.024,0.0,0.899,445996.597,119457.322
Dakshina Kannada,Rural,100,40.8,3.7,88.1,650292.0,332919.0,317373.0,0.408,0.0,0.037000000000000005,0.0,0.881,0.0,293301.63899999997,279605.61299999995
Dakshina Kannada,Total,100,33.8,2.7,92.7,650292.0,332919.0,317373.0,0.0,0.0,0.0,0.0,0.0,0.0,308615.913,294204.771
Dakshina Kannada,Urban,100,26.3,1.6,97.6,650292.0,332919.0,317373.0,0.0,0.263,0.0,0.016,0.0,0.976,324928.944,309756.048
Kodagu,Rural,100,40.0,4.6,78.8,212974.0,181182.0,31792.0,0.4,0.0,0.046,0.0,0.788,0.0,142771.416,25052.095999999998
Kodagu,Total,100,39.0,4.4,81.4,212974.0,181182.0,31792.0,0.0,0.0,0.0,0.0,0.0,0.0,147482.14800000002,25878.688000000002
Kodagu,Urban,100,33.4,3.2,97.0,212974.0,181182.0,31792.0,0.0,0.334,0.0,0.032,0.0,0.97,175746.54,30838.239999999998
Mysore,Rural,100,48.0,5.3,27.0,920982.0,540596.0,380386.0,0.48,0.0,0.053,0.0,0.27,0.0,145960.92,102704.22
Mysore,Total,100,39.9,4.0,55.0,920982.0,540596.0,380386.0,0.0,0.0,0.0,0.0,0.0,0.0,297327.80000000005,209212.30000000002
Mysore,Urban,100,28.5,2.2,94.2,920982.0,540596.0,380386.0,0.0,0.28500000000000003,0.0,0.022000000000000002,0.0,0.9420000000000001,509241.43200000003,358323.612
Chamarajanagar,Rural,100,47.5,7.0,15.4,319880.0,262680.0,57200.0,0.47500000000000003,0.0,0.07,0.0,0.154,0.0,40452.72,8808.8
Chamarajanagar,Total,100,45.8,6.6,23.5,319880.0,262680.0,57200.0,0.0,0.0,0.0,0.0,0.0,0.0,61729.799999999996,13442.0
Chamarajanagar,Urban,100,37.4,4.5,64.3,319880.0,262680.0,57200.0,0.0,0.374,0.0,0.045,0.0,0.643,168903.24,36779.6
Gulbarga,Rural,100,43.4,3.7,4.5,600007.0,400704.0,199303.0,0.434,0.0,0.037000000000000005,0.0,0.045,0.0,18031.68,8968.635
Gulbarga,Total,100,38.6,3.0,25.5,600007.0,400704.0,199303.0,0.0,0.0,0.0,0.0,0.0,0.0,102179.52,50822.265
Gulbarga,Urban,100,28.8,1.5,68.2,600007.0,400704.0,199303.0,0.0,0.28800000000000003,0.0,0.015,0.0,0.682,273280.128,135924.646
Yadgir,Rural,100,51.2,5.5,4.3,262995.0,207787.0,55208.00000000001,0.512,0.0,0.055,0.0,0.043,0.0,8934.840999999999,2373.944
Yadgir,Total,100,48.0,5.0,11.2,262995.0,207787.0,55208.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,23272.143999999997,6183.296
Yadgir,Urban,100,34.4,2.9,40.2,262995.0,207787.0,55208.00000000001,0.0,0.344,0.0,0.028999999999999998,0.0,0.402,83530.37400000001,22193.616000000005
Kolar,Rural,100,40.9,5.1,25.5,477609.0,326567.0,151042.0,0.409,0.0,0.051,0.0,0.255,0.0,83274.585,38515.71
Kolar,Total,100,38.0,4.0,42.8,477609.0,326567.0,151042.0,0.0,0.0,0.0,0.0,0.0,0.0,139770.676,64645.975999999995
Kolar,Urban,100,31.6,1.6,80.2,477609.0,326567.0,151042.0,0.0,0.316,0.0,0.016,0.0,0.802,261906.73400000003,121135.68400000001
Chikkaballapura,Rural,100,38.3,4.9,23.0,409702.0,315649.0,94053.0,0.383,0.0,0.049,0.0,0.23,0.0,72599.27,21632.190000000002
Chikkaballapura,Total,100,36.0,4.2,36.5,409702.0,315649.0,94053.0,0.0,0.0,0.0,0.0,0.0,0.0,115211.885,34329.345
Chikkaballapura,Urban,100,27.9,1.6,84.3,409702.0,315649.0,94053.0,0.0,0.27899999999999997,0.0,0.016,0.0,0.843,266092.107,79286.679
Bangalore Rural,Rural,100,36.5,3.7,75.5,326462.0,231052.0,95410.0,0.365,0.0,0.037000000000000005,0.0,0.755,0.0,174444.26,72034.55
Bangalore Rural,Total,100,34.4,3.1,79.9,326462.0,231052.0,95410.0,0.0,0.0,0.0,0.0,0.0,0.0,184610.548,76232.59000000001
Bangalore Rural,Urban,100,29.1,1.7,91.3,326462.0,231052.0,95410.0,0.0,0.29100000000000004,0.0,0.017,0.0,0.913,210950.476,87109.32999999999
Ramanagara,Rural,100,43.5,6.8,28.0,351784.0,266950.0,84834.0,0.435,0.0,0.068,0.0,0.28,0.0,74746.0,23753.520000000004
Ramanagara,Total,100,41.3,6.0,41.9,351784.0,266950.0,84834.0,0.0,0.0,0.0,0.0,0.0,0.0,111852.04999999999,35545.445999999996
Ramanagara,Urban,100,34.2,3.2,88.5,351784.0,266950.0,84834.0,0.0,0.342,0.0,0.032,0.0,0.885,236250.75,75078.09
North Goa,Rural,100,23.0,1.8,68.7,325089.0,115858.99999999999,209230.00000000003,0.23,0.0,0.018000000000000002,0.0,0.687,0.0,79595.133,143741.01000000004
North Goa,Total,100,21.0,1.4,78.7,325089.0,115858.99999999999,209230.00000000003,0.0,0.0,0.0,0.0,0.0,0.0,91181.033,164664.01000000004
North Goa,Urban,100,19.6,1.1,85.3,325089.0,115858.99999999999,209230.00000000003,0.0,0.196,0.0,0.011000000000000001,0.0,0.853,98827.72699999998,178473.19000000003
South Goa,Rural,100,23.4,2.0,73.8,251493.0,88620.0,162873.0,0.23399999999999999,0.0,0.02,0.0,0.738,0.0,65401.56,120200.274
South Goa,Total,100,24.1,1.7,81.0,251493.0,88620.0,162873.0,0.0,0.0,0.0,0.0,0.0,0.0,71782.20000000001,131927.13
South Goa,Urban,100,24.4,1.5,85.2,251493.0,88620.0,162873.0,0.0,0.244,0.0,0.015,0.0,0.8520000000000001,75504.24,138767.796
LAKSHADWEEP,Rural,100,40.86,1.74,98.06,,,,0.4086,0.0,0.0174,0.0,0.9806,0.0,,
LAKSHADWEEP,Total,100,20.57,0.78,97.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
LAKSHADWEEP,Urban,100,14.32,0.48,97.71,,,,0.0,0.1432,0.0,0.0048,0.0,0.9771,,
Kasaragod,Rural,100,31.9,7.6,88.8,417805.0,251641.0,166164.0,0.319,0.0,0.076,0.0,0.888,0.0,223457.208,147553.632
Kasaragod,Total,100,26.8,5.8,91.8,417805.0,251641.0,166164.0,0.0,0.0,0.0,0.0,0.0,0.0,231006.438,152538.552
Kasaragod,Urban,100,18.5,2.7,96.6,417805.0,251641.0,166164.0,0.0,0.185,0.0,0.027000000000000003,0.0,0.966,243085.206,160514.424
Kannur,Rural,100,31.1,6.2,96.3,872479.0,306288.0,566191.0,0.311,0.0,0.062000000000000006,0.0,0.963,0.0,294955.344,545241.933
Kannur,Total,100,23.7,3.6,97.6,872479.0,306288.0,566191.0,0.0,0.0,0.0,0.0,0.0,0.0,298937.088,552602.416
Kannur,Urban,100,19.4,2.1,98.5,872479.0,306288.0,566191.0,0.0,0.19399999999999998,0.0,0.021,0.0,0.985,301693.68,557698.135
Wayanad,Rural,100,35.4,9.0,91.7,277988.0,266183.0,11805.0,0.354,0.0,0.09,0.0,0.917,0.0,244089.81100000002,10825.185000000001
Wayanad,Total,100,35.5,8.9,91.8,277988.0,266183.0,11805.0,0.0,0.0,0.0,0.0,0.0,0.0,244355.99399999998,10836.99
Wayanad,Urban,100,40.0,5.5,95.3,277988.0,266183.0,11805.0,0.0,0.4,0.0,0.055,0.0,0.953,253672.39899999998,11250.164999999999
Kozhikode,Rural,100,27.1,6.6,97.0,990336.0,323793.0,666543.0,0.271,0.0,0.066,0.0,0.97,0.0,314079.20999999996,646546.71
Kozhikode,Total,100,21.9,4.6,97.8,990336.0,323793.0,666543.0,0.0,0.0,0.0,0.0,0.0,0.0,316669.554,651879.054
Kozhikode,Urban,100,19.3,3.6,98.2,990336.0,323793.0,666543.0,0.0,0.193,0.0,0.036000000000000004,0.0,0.9820000000000001,317964.72599999997,654545.226
Malappuram,Rural,100,27.6,4.2,96.5,1157129.0,634543.0,522585.99999999994,0.276,0.0,0.042,0.0,0.965,0.0,612333.995,504295.48999999993
Malappuram,Total,100,24.8,3.4,97.4,1157129.0,634543.0,522585.99999999994,0.0,0.0,0.0,0.0,0.0,0.0,618044.8820000001,508998.76399999997
Malappuram,Urban,100,21.3,2.5,98.5,1157129.0,634543.0,522585.99999999994,0.0,0.21300000000000002,0.0,0.025,0.0,0.985,625024.855,514747.20999999996
Palakkad,Rural,100,35.4,5.4,88.2,894341.0,665899.0,228442.0,0.354,0.0,0.054000000000000006,0.0,0.882,0.0,587322.918,201485.844
Palakkad,Total,100,33.6,4.9,89.8,894341.0,665899.0,228442.0,0.0,0.0,0.0,0.0,0.0,0.0,597977.302,205140.916
Palakkad,Urban,100,28.1,3.3,94.9,894341.0,665899.0,228442.0,0.0,0.281,0.0,0.033,0.0,0.9490000000000001,631938.1510000001,216791.458
Thrissur,Rural,100,35.2,5.1,96.9,1051867.0,336748.0,715119.0,0.35200000000000004,0.0,0.051,0.0,0.9690000000000001,0.0,326308.81200000003,692950.3110000001
Thrissur,Total,100,30.7,4.4,97.8,1051867.0,336748.0,715119.0,0.0,0.0,0.0,0.0,0.0,0.0,329339.544,699386.382
Thrissur,Urban,100,28.5,4.1,98.3,1051867.0,336748.0,715119.0,0.0,0.28500000000000003,0.0,0.040999999999999995,0.0,0.983,331023.284,702961.977
Ernakulam,Rural,100,29.6,5.0,96.9,1174691.0,369694.0,804997.0,0.29600000000000004,0.0,0.05,0.0,0.9690000000000001,0.0,358233.48600000003,780042.0930000001
Ernakulam,Total,100,24.6,3.7,97.9,1174691.0,369694.0,804997.0,0.0,0.0,0.0,0.0,0.0,0.0,361930.42600000004,788092.0630000001
Ernakulam,Urban,100,22.3,3.1,98.3,1174691.0,369694.0,804997.0,0.0,0.223,0.0,0.031000000000000003,0.0,0.983,363409.202,791312.051
Idukki,Rural,100,44.1,8.3,88.7,412433.0,391610.0,20823.0,0.441,0.0,0.083,0.0,0.887,0.0,347358.07,18470.001
Idukki,Total,100,43.2,8.0,89.1,412433.0,391610.0,20823.0,0.0,0.0,0.0,0.0,0.0,0.0,348924.50999999995,18553.292999999998
Idukki,Urban,100,23.5,1.4,99.3,412433.0,391610.0,20823.0,0.0,0.23500000000000001,0.0,0.013999999999999999,0.0,0.993,388868.73,20677.239
Kottayam,Rural,100,35.0,4.6,96.0,678161.0,481967.0,196194.0,0.35000000000000003,0.0,0.046,0.0,0.96,0.0,462688.32,188346.24
Kottayam,Total,100,32.5,4.1,96.6,678161.0,481967.0,196194.0,0.0,0.0,0.0,0.0,0.0,0.0,465580.122,189523.40399999998
Kottayam,Urban,100,26.5,2.6,98.2,678161.0,481967.0,196194.0,0.0,0.265,0.0,0.026000000000000002,0.0,0.9820000000000001,473291.594,192662.508
Alappuzha,Rural,100,29.9,7.7,90.9,723536.0,331419.0,392117.0,0.299,0.0,0.077,0.0,0.909,0.0,301259.871,356434.353
Alappuzha,Total,100,28.2,7.0,92.9,723536.0,331419.0,392117.0,0.0,0.0,0.0,0.0,0.0,0.0,307888.251,364276.693
Alappuzha,Urban,100,26.7,6.5,94.7,723536.0,331419.0,392117.0,0.0,0.267,0.0,0.065,0.0,0.9470000000000001,313853.793,371334.799
Pathanamthitta,Rural,100,30.2,4.9,93.7,472840.0,414992.0,57848.0,0.302,0.0,0.049,0.0,0.937,0.0,388847.504,54203.576
Pathanamthitta,Total,100,29.5,4.7,93.9,472840.0,414992.0,57848.0,0.0,0.0,0.0,0.0,0.0,0.0,389677.488,54319.272000000004
Pathanamthitta,Urban,100,23.7,2.8,96.0,472840.0,414992.0,57848.0,0.0,0.237,0.0,0.027999999999999997,0.0,0.96,398392.32,55534.079999999994
Kollam,Rural,100,29.9,7.5,93.0,925130.0,523714.99999999994,401415.0,0.299,0.0,0.075,0.0,0.93,0.0,487054.94999999995,373315.95
Kollam,Total,100,27.5,6.6,94.5,925130.0,523714.99999999994,401415.0,0.0,0.0,0.0,0.0,0.0,0.0,494910.67499999993,379337.175
Kollam,Urban,100,24.4,5.5,96.4,925130.0,523714.99999999994,401415.0,0.0,0.244,0.0,0.055,0.0,0.9640000000000001,504861.26,386964.06000000006
Thiruvananthapuram,Rural,100,34.2,10.2,91.9,1169117.0,559293.0,609824.0,0.342,0.0,0.102,0.0,0.919,0.0,513990.26700000005,560428.256
Thiruvananthapuram,Total,100,29.8,8.0,94.2,1169117.0,559293.0,609824.0,0.0,0.0,0.0,0.0,0.0,0.0,526854.006,574454.208
Thiruvananthapuram,Urban,100,25.9,6.1,96.3,1169117.0,559293.0,609824.0,0.0,0.259,0.0,0.061,0.0,0.963,538599.159,587260.512
Thiruvallur,Rural,100,32.4,3.3,28.3,1119433.0,387237.0,732196.0,0.324,0.0,0.033,0.0,0.28300000000000003,0.0,109588.07100000001,207211.46800000002
Thiruvallur,Total,100,23.1,1.8,67.9,1119433.0,387237.0,732196.0,0.0,0.0,0.0,0.0,0.0,0.0,262933.923,497161.08400000003
Thiruvallur,Urban,100,18.1,1.0,88.8,1119433.0,387237.0,732196.0,0.0,0.18100000000000002,0.0,0.01,0.0,0.888,343866.456,650190.048
Chennai,Total,100,17.4,0.9,95.6,1314125.0,0.0,1314125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256303.5
Chennai,Urban,100,17.4,0.9,95.6,1314125.0,0.0,1314125.0,0.0,0.174,0.0,0.009000000000000001,0.0,0.956,0.0,1256303.5
Kancheepuram,Rural,100,31.7,2.3,29.3,1213504.0,438799.0,774705.0,0.317,0.0,0.023,0.0,0.29300000000000004,0.0,128568.10699999999,226988.56499999997
Kancheepuram,Total,100,22.6,1.3,65.5,1213504.0,438799.0,774705.0,0.0,0.0,0.0,0.0,0.0,0.0,287413.34500000003,507431.775
Kancheepuram,Urban,100,17.6,0.8,85.6,1213504.0,438799.0,774705.0,0.0,0.17600000000000002,0.0,0.008,0.0,0.856,375611.944,663147.48
Vellore,Rural,100,27.8,2.3,19.2,1140300.0,653499.0,486801.0,0.278,0.0,0.023,0.0,0.192,0.0,125471.808,93465.792
Vellore,Total,100,24.9,2.0,41.1,1140300.0,653499.0,486801.0,0.0,0.0,0.0,0.0,0.0,0.0,268588.08900000004,200075.211
Vellore,Urban,100,21.0,1.5,71.2,1140300.0,653499.0,486801.0,0.0,0.21,0.0,0.015,0.0,0.7120000000000001,465291.28800000006,346602.31200000003
Tiruvannamalai,Rural,100,29.0,2.3,12.5,710163.0,563102.0,147061.0,0.29,0.0,0.023,0.0,0.125,0.0,70387.75,18382.625
Tiruvannamalai,Total,100,27.0,2.1,22.8,710163.0,563102.0,147061.0,0.0,0.0,0.0,0.0,0.0,0.0,128387.25600000001,33529.908
Tiruvannamalai,Urban,100,18.7,1.3,65.1,710163.0,563102.0,147061.0,0.0,0.187,0.0,0.013000000000000001,0.0,0.6509999999999999,366579.40199999994,95736.71099999998
Viluppuram,Rural,100,36.0,2.0,13.2,967314.0,808042.0,159272.0,0.36,0.0,0.02,0.0,0.132,0.0,106661.54400000001,21023.904000000002
Viluppuram,Total,100,34.2,1.9,21.1,967314.0,808042.0,159272.0,0.0,0.0,0.0,0.0,0.0,0.0,170496.86200000002,33606.392
Viluppuram,Urban,100,23.8,1.5,65.6,967314.0,808042.0,159272.0,0.0,0.23800000000000002,0.0,0.015,0.0,0.6559999999999999,530075.5519999999,104482.43199999999
Salem,Rural,100,32.2,2.3,14.6,1170352.0,572813.0,597539.0,0.322,0.0,0.023,0.0,0.146,0.0,83630.69799999999,87240.69399999999
Salem,Total,100,28.3,1.8,35.0,1170352.0,572813.0,597539.0,0.0,0.0,0.0,0.0,0.0,0.0,200484.55,209138.65
Salem,Urban,100,24.4,1.3,54.9,1170352.0,572813.0,597539.0,0.0,0.244,0.0,0.013000000000000001,0.0,0.549,314474.33699999994,328048.91099999996
Namakkal,Rural,100,25.4,1.8,31.2,627484.0,370357.0,257127.0,0.254,0.0,0.018000000000000002,0.0,0.312,0.0,115551.384,80223.624
Namakkal,Total,100,24.9,1.6,40.7,627484.0,370357.0,257127.0,0.0,0.0,0.0,0.0,0.0,0.0,150735.299,104650.68900000001
Namakkal,Urban,100,24.3,1.2,54.6,627484.0,370357.0,257127.0,0.0,0.24300000000000002,0.0,0.012,0.0,0.546,202214.92200000002,140391.342
Erode,Rural,100,28.6,2.0,33.7,843684.0,411285.99999999994,432397.99999999994,0.28600000000000003,0.0,0.02,0.0,0.337,0.0,138603.38199999998,145718.126
Erode,Total,100,26.2,1.5,49.0,843684.0,411285.99999999994,432397.99999999994,0.0,0.0,0.0,0.0,0.0,0.0,201530.13999999996,211875.01999999996
Erode,Urban,100,23.8,1.1,63.8,843684.0,411285.99999999994,432397.99999999994,0.0,0.23800000000000002,0.0,0.011000000000000001,0.0,0.638,262400.468,275869.92399999994
The Nilgiris,Rural,100,34.6,2.1,42.3,264105.0,112126.0,151979.0,0.34600000000000003,0.0,0.021,0.0,0.423,0.0,47429.297999999995,64287.117
The Nilgiris,Total,100,35.6,2.0,51.9,264105.0,112126.0,151979.0,0.0,0.0,0.0,0.0,0.0,0.0,58193.394,78877.10100000001
The Nilgiris,Urban,100,36.4,1.9,58.9,264105.0,112126.0,151979.0,0.0,0.364,0.0,0.019,0.0,0.589,66042.21399999999,89515.631
Dindigul,Rural,100,31.5,1.8,18.9,713542.0,443818.0,269724.0,0.315,0.0,0.018000000000000002,0.0,0.189,0.0,83881.60199999998,50977.835999999996
Dindigul,Total,100,29.4,1.6,33.3,713542.0,443818.0,269724.0,0.0,0.0,0.0,0.0,0.0,0.0,147791.39399999997,89818.09199999999
Dindigul,Urban,100,25.9,1.4,57.4,713542.0,443818.0,269724.0,0.0,0.259,0.0,0.013999999999999999,0.0,0.574,254751.53199999998,154821.576
Karur,Rural,100,29.0,2.2,23.0,364661.0,212241.0,152420.0,0.29,0.0,0.022000000000000002,0.0,0.23,0.0,48815.43,35056.6
Karur,Total,100,25.3,1.6,41.2,364661.0,212241.0,152420.0,0.0,0.0,0.0,0.0,0.0,0.0,87443.292,62797.04000000001
Karur,Urban,100,20.1,0.9,67.1,364661.0,212241.0,152420.0,0.0,0.201,0.0,0.009000000000000001,0.0,0.6709999999999999,142413.71099999998,102273.81999999999
Tiruchirappalli,Rural,100,29.8,2.4,24.0,875727.0,452707.0,423020.0,0.298,0.0,0.024,0.0,0.24,0.0,108649.68,101524.8
Tiruchirappalli,Total,100,25.7,1.8,48.5,875727.0,452707.0,423020.0,0.0,0.0,0.0,0.0,0.0,0.0,219562.895,205164.69999999998
Tiruchirappalli,Urban,100,21.4,1.2,74.2,875727.0,452707.0,423020.0,0.0,0.214,0.0,0.012,0.0,0.742,335908.594,313880.84
Perambalur,Rural,100,30.2,2.2,15.6,188592.0,155413.0,33179.0,0.302,0.0,0.022000000000000002,0.0,0.156,0.0,24244.428,5175.924
Perambalur,Total,100,28.0,2.0,22.2,188592.0,155413.0,33179.0,0.0,0.0,0.0,0.0,0.0,0.0,34501.686,7365.738
Perambalur,Urban,100,16.9,0.9,55.2,188592.0,155413.0,33179.0,0.0,0.16899999999999998,0.0,0.009000000000000001,0.0,0.552,85787.97600000001,18314.808
Ariyalur,Rural,100,37.9,3.4,14.2,254277.0,223955.00000000003,30322.000000000004,0.379,0.0,0.034,0.0,0.142,0.0,31801.61,4305.724
Ariyalur,Total,100,36.8,3.2,18.1,254277.0,223955.00000000003,30322.000000000004,0.0,0.0,0.0,0.0,0.0,0.0,40535.85500000001,5488.282000000001
Ariyalur,Urban,100,27.7,2.0,51.3,254277.0,223955.00000000003,30322.000000000004,0.0,0.277,0.0,0.02,0.0,0.513,114888.91500000002,15555.186000000002
Cuddalore,Rural,100,38.9,2.4,19.9,758209.0,497429.0,260780.00000000003,0.389,0.0,0.024,0.0,0.19899999999999998,0.0,98988.37099999998,51895.22
Cuddalore,Total,100,34.8,2.1,36.1,758209.0,497429.0,260780.00000000003,0.0,0.0,0.0,0.0,0.0,0.0,179571.869,94141.58
Cuddalore,Urban,100,26.4,1.5,68.6,758209.0,497429.0,260780.00000000003,0.0,0.264,0.0,0.015,0.0,0.6859999999999999,341236.294,178895.08000000002
Nagapattinam,Rural,100,44.7,3.2,31.2,517740.0,399016.0,118724.0,0.44700000000000006,0.0,0.032,0.0,0.312,0.0,124492.992,37041.888
Nagapattinam,Total,100,41.7,3.0,39.5,517740.0,399016.0,118724.0,0.0,0.0,0.0,0.0,0.0,0.0,157611.32,46895.98
Nagapattinam,Urban,100,31.0,2.4,69.7,517740.0,399016.0,118724.0,0.0,0.31,0.0,0.024,0.0,0.6970000000000001,278114.152,82750.62800000001
Thiruvarur,Rural,100,44.8,4.1,31.5,408179.0,321331.0,86848.0,0.44799999999999995,0.0,0.040999999999999995,0.0,0.315,0.0,101219.265,27357.12
Thiruvarur,Total,100,41.4,3.7,39.7,408179.0,321331.0,86848.0,0.0,0.0,0.0,0.0,0.0,0.0,127568.407,34478.656
Thiruvarur,Urban,100,27.9,1.7,72.8,408179.0,321331.0,86848.0,0.0,0.27899999999999997,0.0,0.017,0.0,0.728,233928.968,63225.344
Thanjavur,Rural,100,43.1,4.5,28.8,753372.0,479070.0,274302.0,0.43100000000000005,0.0,0.045,0.0,0.28800000000000003,0.0,137972.16,78998.97600000001
